id,price,name
511936,0.00,SSD накопитель ADATA M.2 NVMe PCIe 4.0 x4 1TB 2280 LEGEND 840 (ALEG-840-1TCS)
515975,0.00,"SSD накопитель WD 500GB 2.5"" SATA TLC (WDS500G3B0A)"
518671,0.00,SSD накопитель PATRIOT PCIe 3.0 M.2 480GB P310 (P310P480GM28)
523878,0.00,SSD накопитель HPE SSD 480GB 2.5inch SATA MU BC MV (P40502-B21)
524378,0.00,Накопитель SSD Kingston M.2 250GB PCIe 4.0 NV2
524392,0.00,Накопитель SSD Kingston M.2 500GB PCIe 4.0 NV2
526162,0.00,SSD накопитель WD M.2 1TB PCIe 4.0 Black SN770 (WDS100T3X0E)
528127,0.00,Накопитель SSD Kingston M.2 500GB PCIe 4.0 Fury Renegade + радиатор
530306,0.00,Накопитель SSD Transcend M.2 1TB PCIe 4.0 MTE250S
530307,0.00,Накопитель SSD Transcend M.2 1TB PCIe 4.0 MTE240S
530311,0.00,Накопитель SSD Transcend M.2 1TB PCIe 4.0 MTE250H
539313,0.00,Накопитель SSD Kingston M.2 4 4TB M.2 2280 NVMe PCIe (SNV2S/4000G)
543409,0.00,"SSD накопитель WD 2.5"" 1TB SATA Blue (WDS100T3B0A)"
544177,0.00,SSD накопитель ADATA M.2 4TB PCIe 4.0 LEGEND 960 MAX (ALEG-960M-4TCS)
544180,0.00,SSD накопитель ADATA M.2 4TB PCIe 4.0 LEGEND 960 (ALEG-960-4TCS)
544188,0.00,SSD накопитель ADATA M.2 1TB PCIe 4.0 LEGEND 850 Lite (ALEG-850L-1000GCS)
544197,0.00,SSD накопитель ADATA M.2 2TB PCIe 4.0 LEGEND 850 (ALEG-850-2TCS)
544198,0.00,SSD накопитель ADATA M.2 2TB PCIe 4.0 LEGEND 960 MAX (ALEG-960M-2TCS)
548933,0.00,"SSD накопитель CRUCIAL 2.5"" 500GB SATA BX500 (CT500BX500SSD1)"
549286,0.00,Портативный SSD Transcend 512GB USB 3.1 Gen 2 Type-C ESD300 Blue (TS512GESD300C)
550330,0.00,SSD накопитель SAMSUNG M.2 1TB PCIe 4.0 (NVMe) (MZ-V9P1T0GW)
550331,0.00,SSD накопитель SAMSUNG M.2 2TB PCIe 4.0 (NVMe) (MZ-V9P2T0GW)
550761,0.00,"SSD Накопитель Netac 2.5""  128GB SATA N600S (NT01N600S-128G-S3X)"
550762,0.00,"SSD Накопитель Netac 2.5""  128GB SATA SA500 (NT01SA500-128-S3X)"
550777,0.00,SSD Накопитель Netac M.2  250GB  PCIe 3.0 NV3000 (NT01NV3000-250-E4X)
557945,0.00,Портативный SSD Samsung 1TB USB 3.2 Gen 2 Type-C Shield Blue T7 (MU-PE1T0R/EU)
557946,0.00,Портативный SSD Samsung 2TB USB 3.2 Gen 2 Type-C Shield T7 (MU-PE2T0K/EU)
559225,0.00,Портативный SSD Samsung 2TB USB 3.2 Gen 2 Type-C T9 Black (MU-PG2T0B/EU)
571053,0.00,Накопитель SSD Transcend M.2 1TB PCIe 4.0 MTE245S
571054,0.00,Накопитель SSD Transcend M.2 4TB PCIe 4.0 MTE245S
571370,0.00,SSD накопитель  Gigabyte M.2  1TB PCIe 3.0 2500E
572094,0.00,SSD накопитель ADATA M.2 2TB PCIe 4.0 XPG LEGEND 800 GOLD (SLEG-800G-2000GCS-S38)
572095,0.00,SSD накопитель ADATA M.2 2TB PCIe 4.0 XPG GAMMIXS60 (AGAMMIXS60-2T-CS)
572097,0.00,SSD накопитель ADATA M.2 512GB PCIe 3.0 XPG LEGEND 710 (ALEG-710-512GCS)
572102,0.00,SSD накопитель ADATA M.2 2TB PCIe 4.0 XPG LEGEND 900 (SLEG-900-2TCS)
572108,0.00,SSD накопитель ADATA M.2 1TB PCIe 4.0 XPG GAMMIXS60 (AGAMMIXS60-1T-CS)
574244,0.00,"SSD Накопитель WD 2.5"" 2TB SATA Red (WDS200T2R0A)"
575253,0.00,"SSD накопитель Synology SATA 2.5"" 1920GB (SAT5220-1920G)"
575254,0.00,"SSD накопитель Synology SATA 2.5"" 3840GB (SAT5220-3840G)"
582291,0.00,"SSD накопитель Patriot 2.5"" 256GB SATA P220"
594583,0.00,SSD накопитель Apacer M.2 1TB PCIe 3.0 P4X (AP1TBAS2280P4X-1)
594723,0.00,"SSD накопитель Synology 2.5"" 960GB SATA (SAT5220-960G)"
611680,0.00,SSD накопитель Transcend M.2 1TB PCIe 4.0 MTE310S 2230 (TS1TMTE310S)
633898,0.00,SSD накопитель SAMSUNG M.2 2TB PCIe 4.0 990EVO PLUS (MZ-V9S2T0BW)
639201,0.00,SSD накопитель TRANSCEND M.2 256GB PCIe 3.0 MTE300S 2230 (TS256GMTE300S)
